"vtkOriginalPointIds","Points:0","Points:1","Points:2"
3856,-0.0050238,-0.0022879,-0.003463
4885,-0.0048366,-0.0029707,-0.0029384
6100,-0.0047494,-0.0034974,-0.0021581
7306,-0.0044927,0.0013014,0.0012403
7491,-0.0044897,-0.0040744,-0.0013049
8752,-0.0037176,0.0018025,0.0020483
9338,-0.0037689,-0.0046249,-0.00032928
10226,-0.0028461,0.00080369,0.0017332
10233,-0.0028409,0.0012738,0.0020212
10804,-0.002523,0.002303,0.0025856
11345,-0.0021908,0.00075923,0.001795
11353,-0.0021862,0.0013188,0.0020809
11837,-0.0021365,-0.0049024,0.00031215
12647,-0.0015409,0.0022918,0.0027626
14169,-0.00097439,-0.0027491,0.0016559
14230,-0.0007279,0.0018377,0.0026835
14278,-0.00076277,-0.0055323,0.00054815
14456,-0.00077711,-0.0031071,0.0015437
14468,-0.00081266,-0.0024003,0.0022226
14892,-0.00052282,-0.0034032,0.0015862
15043,-0.00041773,-0.0030415,0.0016679
15051,-0.00043303,-0.0026657,0.0020982
15635,-5.3822e-05,-0.0031023,0.0016863
15644,-3.6573e-05,-0.0026904,0.0021761
15671,-3.4625e-06,-0.00048927,0.0033249
15678,-1.4676e-06,4.2699e-05,0.0030022
15748,-4.8018e-05,-0.0056517,0.00053323
16220,0.00029536,-0.0034505,0.0016226
16224,0.00032095,-0.0030168,0.0016727
16378,0.00047567,-0.0026512,0.0021288
16381,0.00050442,-0.0024585,0.0023334
16805,0.0006735,-0.003191,0.0015338
16921,0.00056176,-0.0054931,0.00056271
16957,0.00083216,-0.0027692,0.0016487
17452,0.0008898,0.001711,0.0026208
19181,0.0017823,0.0020759,0.0026702
19372,0.0020191,-0.0049795,0.00018235
20011,0.0022177,0.00065885,0.0018613
20160,0.0022737,0.0012627,0.0020488
20734,0.0026199,0.0021451,0.002547
21129,0.0028693,0.00069874,0.0017476
21412,0.0030063,0.0012087,0.001964
21607,0.0035368,-0.0047315,-0.00041052
22098,0.0034168,0.0018523,0.0022278
23077,0.0043105,-0.0042494,-0.0011645
23417,0.0041611,0.0014147,0.0016234
24500,0.0047062,-0.0036364,-0.0020774
25870,0.0049925,-0.0028987,-0.0028335
27165,0.005182,-0.0021268,-0.0034825
